Item number,Title,Variation details,Custom label (SKU),Available quantity,Format,Currency,Start price,Auction Buy It Now price,Reserve price,Current price,Sold quantity,Watchers,Bids,Start date,End date,eBay category 1 name,eBay category 1 number,eBay category 2 name,eBay category 2 number,Condition,CD:Professional Grader - (ID: 27501),CD:Grade - (ID: 27502),CDA:Certification Number - (ID: 27503),CD:Card Condition - (ID: 40001),eBay Product ID(ePID),Listing site,P:UPC,P:EAN,P:ISBN
"225696397692",35873-003 | Piper PA28RT-201 | Vertical Fin Assy,,35873-003,"1","FIXED_PRICE","USD",1444.95,,,1444.95,"0","0","","Jul-28-23 10:59:36 PDT","Mar-28-26 10:59:36 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225797444481",66975-000 | PIPER PA-28-140 | FIN ASSEMBLY,,N1700T-66975-000,"1","FIXED_PRICE","USD",514.9,,,514.9,"0","0","","Sep-30-23 17:42:01 PDT","Mar-30-26 17:42:01 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225797445573",66767-002 | PIPER PA-28-140 | ALEIRON ASSY LEFT,,N1700T-66767-002,"1","FIXED_PRICE","USD",966.15,,,966.15,"0","0","","Sep-30-23 17:44:17 PDT","Mar-30-26 17:44:17 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225797465911",35630-992 | PIPER PA28RT-201 | PA28RT-201 WING ASSEMBLY LEFT LH,,N8315B-35630-986,"1","FIXED_PRICE","USD",7184.85,,,7184.85,"0","1","","Sep-30-23 18:14:59 PDT","Mar-30-26 18:14:59 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225797466136",35630-988 | PIPER PA28RT-201 | PA28RT-201 WING ASSEMBLY RIGHT RH,,N8315B-35630-989,"1","FIXED_PRICE","USD",7184.85,,,7184.85,"0","4","","Sep-30-23 18:15:15 PDT","Mar-30-26 18:15:15 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225823249603",0426005-212 | Cessna 150J | STRUCTURE ASSY RH WING / WITH STOL KIT,,N60378-0426005-212,"1","FIXED_PRICE","USD",3156.85,,,3156.85,"0","8","","Oct-17-23 16:54:43 PDT","Mar-17-26 16:54:43 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225840119019",650180-503 | MOONEY M20J | COWLING ASSY LOWER,,N201FY-650180-503,"1","FIXED_PRICE","USD",1142.85,,,1142.85,"0","3","","Oct-27-23 19:05:23 PDT","Mar-27-26 19:05:23 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225840120663",650180-501 | MOONEY M20J | COWLING ASSY UPPER,,N201FY-650180-501,"1","FIXED_PRICE","USD",966.15,,,966.15,"0","5","","Oct-27-23 19:07:25 PDT","Mar-27-26 19:07:25 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225842725336",480005-523 | MOONEY M20J | EMPENNAGE ASSEMBLY,,N201FY-480005-523,"1","FIXED_PRICE","USD",2955.45,,,2955.45,"0","0","","Oct-29-23 13:45:06 PDT","Mar-29-26 13:45:06 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225842801903",0426005-213 | Cessna 150J | STRUCTURE ASSY LH WING / WITH STOL KIT,,N60378-0426005-213,"1","FIXED_PRICE","USD",3156.85,,,3156.85,"0","6","","Oct-29-23 15:00:17 PDT","Mar-29-26 15:00:17 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225853263604",426606 | Cessna 150J | STRUT ASSY LEFT WING,,N60378-426606,"1","FIXED_PRICE","USD",214.7,,,214.7,"0","0","","Nov-03-23 15:27:40 PDT","Mar-03-26 15:27:40 PST","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225853271752",0426606-1 | Cessna 150J | STRUT ASSY RH WING,,N60378-0426606-1,"1","FIXED_PRICE","USD",214.7,,,214.7,"0","0","","Nov-03-23 15:32:23 PDT","Mar-03-26 15:32:23 PST","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225853683779",0432001-51 | C-150J | ELEVATOR ASSEMBLY LH,,N60378-0432001-51,"1","FIXED_PRICE","USD",494.0,,,494.0,"0","3","0","Nov-03-23 21:11:48 PDT","Mar-03-26 21:11:48 PST","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225876865543",63560-000/ ALT 63460-900 | PIPER PA28-140 | STABILATOR ASSY,,N6301W-63560-000,"1","FIXED_PRICE","USD",1394.6,,,1394.6,"0","4","","Nov-18-23 04:20:36 PST","Mar-18-26 04:20:36 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225897571201",65590-001 | PIPER PA28RT-200 | FLAP ASSEMBLY RH,,MISC-65590-001,"1","FIXED_PRICE","USD",805.6,,,805.6,"0","0","","Dec-01-23 13:50:21 PST","Apr-01-26 13:50:21 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225897571668",63750-007 | PIPER PA28-140 | COWL ASSY ENGINE TOP LH,,MISC-63750-007,"1","FIXED_PRICE","USD",514.9,,,514.9,"0","0","","Dec-01-23 13:50:44 PST","Apr-01-26 13:50:44 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225897573646",65591-000 | PIPER PA28RT-200 | PA28RT-201 FLAP ASSEMBLY LH,,MISC-65591-000,"1","FIXED_PRICE","USD",536.75,,,536.75,"0","0","","Dec-01-23 13:52:25 PST","Apr-01-26 13:52:25 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225908380825",302001-501 | AMERICAN GRUMMAN A1A | RUDDER ASSY,,N5774L-302001-501-2,"1","FIXED_PRICE","USD",622.0,,,622.0,"0","2","","Dec-08-23 12:00:57 PST","Mar-08-26 12:00:57 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225908381470",1234600-1 | CESSNA C182P | ELEVATOR ASSY LH,,MISC-1234600-1,"1","FIXED_PRICE","USD",2157.0,,,2157.0,"0","0","","Dec-08-23 12:01:15 PST","Mar-08-26 12:01:15 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225908381847",35199-008 | PIPER PA28-161 | PA28-161 COWL ASSY ENGINE TOP COMPLETE,,MISC-35199-008,"1","FIXED_PRICE","USD",514.9,,,514.9,"0","1","0","Dec-08-23 12:01:22 PST","Mar-08-26 12:01:22 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225908382141",K2028-01 | PIPER PA28-161 | ONE PEACE WINDSHIELD STC 1/4 THICK,,MISC-K2028-01,"1","FIXED_PRICE","USD",429.4,,,429.4,"0","4","0","Dec-08-23 12:01:29 PST","Mar-08-26 12:01:29 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225908382232",302001-501 | AMERICAN GRUMMAN A1A | RUDDER ASSY,,N5774L-302001-501-1,"1","FIXED_PRICE","USD",622.0,,,622.0,"0","1","","Dec-08-23 12:01:32 PST","Mar-08-26 12:01:32 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225908382676",66657-002 | PIPER PA-28-140 | CABIN DOOR ASSY,,N1700T-66657-002,"1","FIXED_PRICE","USD",514.9,,,514.9,"0","3","0","Dec-08-23 12:01:46 PST","Mar-08-26 12:01:46 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225908383575",1232600-7 | CESSNA C182P | STABILATOR ASSY CORE | HAVE SOME DAMAGE,,MISC-1232600-7,"1","FIXED_PRICE","USD",805.6,,,805.6,"0","","","Dec-08-23 12:02:16 PST","Mar-08-26 12:02:16 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225908383673",1234600-2 | CESSNA C182P | ELEVATOR ASSY RH | CORE | HAS DAMAGE,,MISC-1234600-2,"1","FIXED_PRICE","USD",805.6,,,805.6,"0","","","Dec-08-23 12:02:20 PST","Mar-08-26 12:02:20 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225908386398",2432000-200 W/ 0532001-101 | PIPER CESSNA 172RG | ELEVATOR ASSY W/ TRIMTAB,,MISC-2432000-200 W/ 0532001-101,"1","FIXED_PRICE","USD",966.15,,,966.15,"0","2","","Dec-08-23 12:03:25 PST","Mar-08-26 12:03:25 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225918253647",301025-501 | AMERICAN GRUMMAN A1A | STABILATOR ASSY RH,,N5774L-301025-501-1,"1","FIXED_PRICE","USD",203.0,,,203.0,"0","","","Dec-15-23 12:06:49 PST","Mar-15-26 12:06:49 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225918254348",301025-501 | AMERICAN GRUMMAN A1A | STABILATOR ASSY LH,,N5774L-301025-501-2,"1","FIXED_PRICE","USD",203.0,,,203.0,"0","0","","Dec-15-23 12:07:57 PST","Mar-15-26 12:07:57 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225928090109",0411306-11 | 1460320-1 | CESSNA C-150J | PEDAL RUDDER/ BRAKE/ BAR,,N60378-0411306-11 & 1460320-1,"1","FIXED_PRICE","USD",439.85,,,439.85,"0","1","","Dec-22-23 20:41:15 PST","Mar-22-26 20:41:15 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225936624613",0517001-4 | CESSNA C172RG | STRUCTURE ASSY CABIN DOOR RH,,MISC-CESSNA-0517001-4,"0","FIXED_PRICE","USD",565.0,,,565.0,"1","4","0","Dec-29-23 11:45:15 PST","Mar-29-26 11:45:15 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225936626327",0517001-3 | CESSNA C172RG | STRUCTURE ASSY CABIN DOOR LH,,MISC-CESSNA-0517001-3,"0","FIXED_PRICE","USD",542.0,,,542.0,"1","0","0","Dec-29-23 11:46:35 PST","Mar-29-26 11:46:35 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225958802382",0413033-25 | CESSNA C-150J | DOOR ASSY CABIN LH,,N60378-0413033-25,"1","FIXED_PRICE","USD",268.85,,,268.85,"0","4","0","Jan-13-24 19:47:25 PST","Mar-13-26 19:47:25 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225958802402",0413033-26 | CESSNA C-150J | DOOR ASSY CABIN RH,,N60378-0413033-26,"1","FIXED_PRICE","USD",279.3,,,279.3,"0","3","0","Jan-13-24 19:47:28 PST","Mar-13-26 19:47:28 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225958811845",96-410021-607 | BEECHCRAFT 95-B55 | NOSE CONE ASSEMBLY,,95-B55--96-410021-607,"1","FIXED_PRICE","USD",820.8,,,820.8,"0","3","","Jan-13-24 20:06:55 PST","Mar-13-26 20:06:55 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225958811858",96-610005-655 | BEECHCRAFT 95-B55 | ELEVATOR ASSEMBLY LH,,95-B55--96-610005-651,"1","FIXED_PRICE","USD",2653.35,,,2653.35,"0","4","0","Jan-13-24 20:06:58 PST","Mar-13-26 20:06:58 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225958811891",96-630000-606 | BEECHCRAFT 95-B55 | RUDDER ASSEMBLY MINUS TRIM TAB,,95-B55--96-630000-606,"1","FIXED_PRICE","USD",1444.95,,,1444.95,"0","","","Jan-13-24 20:07:04 PST","Mar-13-26 20:07:04 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225958811975",96-620005-624 | BEECHCRAFT 95-B55 | STABILATOR ASSY RH HORIZONTAL,,95-B55--96-620005-624,"1","FIXED_PRICE","USD",1545.65,,,1545.65,"0","","","Jan-13-24 20:07:19 PST","Mar-13-26 20:07:19 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225958812076",96-620005-623 | BEECHCRAFT 95-B55 | STABILATOR ASSY LH HORIZONTAL,,95-B55--96-620005-623,"1","FIXED_PRICE","USD",1545.65,,,1545.65,"0","","","Jan-13-24 20:07:32 PST","Mar-13-26 20:07:32 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225958812099",96-610005-656 | BEECHCRAFT 95-B55 | ELEVATOR ASSEMBLY RH,,95-B55--96-610005-652,"1","FIXED_PRICE","USD",2653.35,,,2653.35,"0","3","","Jan-13-24 20:07:35 PST","Mar-13-26 20:07:35 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225958812188",96-640000-606 | BEECHCRAFT 95-B55 | ESTABILAZER ASSY VERTICAL,,95-B55--96-640000-606,"1","FIXED_PRICE","USD",1042.15,,,1042.15,"0","","","Jan-13-24 20:07:46 PST","Mar-13-26 20:07:46 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225967184437",95-160000-607 | BEECHCRAFT 95-B55 | BEECHCRAFT FLAP ASSEMBLY LH,,95-B55--95-160000-607,"1","FIXED_PRICE","USD",2754.05,,,2754.05,"0","0","0","Jan-19-24 18:03:33 PST","Mar-19-26 18:03:33 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225976617318",96-910011-623 | BEECHCRAFT 95-B55 | ASSY COWL ENGINE WITH SIDE DOOR,,95-B55--96-910011-623,"1","FIXED_PRICE","USD",740.05,,,740.05,"0","","","Jan-26-24 18:15:22 PST","Mar-26-26 18:15:22 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225976617807",96-910011-626 | BEECHCRAFT 95-B55 | BOTTON ASSY COWL ENGINE WITH SIDE DOOR,,95-B55--96-910011-626,"1","FIXED_PRICE","USD",1042.15,,,1042.15,"0","","","Jan-26-24 18:15:48 PST","Mar-26-26 18:15:48 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225976618490",96-910011-626 | BEECHCRAFT 95-B55 | BOTTON ASSY COWL ENGINE WITH SIDE DOOR,,95-B55--96-910011-626-1,"1","FIXED_PRICE","USD",1042.15,,,1042.15,"0","","","Jan-26-24 18:16:12 PST","Mar-26-26 18:16:12 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225976618537",96-910011-623 | BEECHCRAFT 95-B55 | TOP ASSY COWL ENGINE WITH SIDE DOOR,,95-B55--96-910011-623-1,"1","FIXED_PRICE","USD",740.05,,,740.05,"0","0","","Jan-26-24 18:16:14 PST","Mar-26-26 18:16:14 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"225976618566",96-420016-165 | BEECHCRAFT 95-B55 | DOOR ASSEMBLY UTILITY BAGGAGE,,95-B55--96-420016-165,"1","FIXED_PRICE","USD",514.9,,,514.9,"0","4","","Jan-26-24 18:16:17 PST","Mar-26-26 18:16:17 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226026458756",96-910005-75 | BEECHCRAFT 95-B55 | MOUNT ASSEMBLY ENGINE,,95-B55--96-910005-75-1,"1","FIXED_PRICE","USD",1122.9,,,1122.9,"0","2","","Mar-01-24 14:38:06 PST","Apr-01-26 14:38:06 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226026459011",96-170000-603 | BEECHCRAFT 95-B55 | TIP ASSEMBLY LH,,95-B55--96-170000-603,"1","FIXED_PRICE","USD",188.1,,,188.1,"0","1","","Mar-01-24 14:38:28 PST","Apr-01-26 14:38:28 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226026459033",96-170000-604 | BEECHCRAFT 95-B55 | TIP ASSEMBLY RH,,95-B55--96-170000-604,"1","FIXED_PRICE","USD",188.1,,,188.1,"0","1","","Mar-01-24 14:38:31 PST","Apr-01-26 14:38:31 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226026459052",96-440015-39 | BEECHCRAFT 95-B55 | DORSAL FAIRING VERT STABILATOR,,95-B55--33-130000-44,"1","FIXED_PRICE","USD",214.7,,,214.7,"0","","","Mar-01-24 14:38:35 PST","Apr-01-26 14:38:35 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226043127461",340124-513 |  MOONEY  M20J | CABIN DOOR ASSY,,MICELANIOS--340124-513,"1","FIXED_PRICE","USD",300.2,,,300.2,"0","1","0","Mar-12-24 19:45:14 PDT","Mar-12-26 19:45:14 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226044521481",N9795B | Cessna 172RG | FUSELAGE -DATA PLATE-LOG BOOKS S/N 172RG1042,,N9795B,"1","FIXED_PRICE","USD",4365.25,,,4365.25,"1","25","","Mar-13-24 16:46:08 PDT","Mar-13-26 16:46:08 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226049683471",66793-018 | PIPER PA28RT-201 | BAGGAGE DOOR ASSY W/ LOCK,,N8315B--66793-018,"1","FIXED_PRICE","USD",236.55,,,236.55,"0","0","0","Mar-16-24 18:18:59 PDT","Mar-16-26 18:18:59 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226049683530",402-057 | PIPER PA28RT-201 | BOLT CABIN DOOR ATTACH SET 2,,N8315B--402-057,"1","FIXED_PRICE","USD",38.0,,,38.0,"0","","","Mar-16-24 18:19:03 PDT","Mar-16-26 18:19:03 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226049683563",Fuselage | PIPER PA28RT-201 | FUSELAGE /DATA PLATE AND LOG BOOK,,N8315B--FUSELAGE,"1","FIXED_PRICE","USD",3861.75,,,3861.75,"1","8","","Mar-16-24 18:19:06 PDT","Mar-16-26 18:19:06 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226052916401","95-B55 Baron | BEECHCRAFT 95-55B | FUSELAGE WITH BELLY LANDING, DAMAGE NOSE",,N7453N--95-B55-BARON,"1","FIXED_PRICE","USD",3217.0,,,3217.0,"0","16","","Mar-18-24 19:25:48 PDT","Mar-18-26 19:25:48 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226088924340",0511460-1 | Cessna C175 | STRUCTURE ASSY-CABIN DOOR - LH,,N7117M--0511460-1,"1","FIXED_PRICE","USD",236.55,,,236.55,"0","3","0","Apr-12-24 05:00:21 PDT","Mar-12-26 05:00:21 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226094302896",0511460-2 | Cessna C175 | STRUCTURE ASSY-CABIN DOOR - RH,,N7117M--0511460-2,"1","FIXED_PRICE","USD",236.55,,,236.55,"0","3","0","Apr-15-24 07:10:51 PDT","Mar-15-26 07:10:51 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226100543965","0513136-1 | Cessna C175 | CONTROL WHEEL ASSY W/ SHAFT DIAMETER 0.64""",,N7117M--0513136-1,"1","FIXED_PRICE","USD",192.85,,,192.85,"0","0","","Apr-18-24 18:14:07 PDT","Mar-18-26 18:14:07 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226119868757",33-620000-611 | BEECHCRAFT F35 C35 | HORIZONTAL STABILIZER ASSEMBLY LH,,N120WM--33-620000-611,"1","FIXED_PRICE","USD",2955.45,,,2955.45,"0","","","Apr-29-24 05:31:56 PDT","Mar-29-26 05:31:56 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226121723233",35-660040-53 | BEECHCRAFT F35 | TAB ASSEMBLY - RH ELEVATOR,,N120WM--35-660040-53,"1","FIXED_PRICE","USD",461.7,,,461.7,"0","","","Apr-30-24 09:08:10 PDT","Mar-30-26 09:08:10 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226121723697",33-620000-612 | BEECHCRAFT F35 C35 | HORIZONTAL STABILIZER ASSEMBLY RH,,N120WM--33-620000-612,"1","FIXED_PRICE","USD",2754.05,,,2754.05,"0","","","Apr-30-24 09:08:19 PDT","Mar-30-26 09:08:19 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226121724059",35-650009-603 | BEECHCRAFT F35 | STABILIZER ASSEMBLY RH,,N120WM--35-650009-603,"1","FIXED_PRICE","USD",1646.35,,,1646.35,"0","","","Apr-30-24 09:08:22 PDT","Mar-30-26 09:08:22 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226121724353",35-650009-602 | BEECHCRAFT F35 | STABILIZER ASSEMBLY LH,,N120WM--35-650009-602,"1","FIXED_PRICE","USD",1646.35,,,1646.35,"0","","","Apr-30-24 09:08:37 PDT","Mar-30-26 09:08:37 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226121724572",35-650009-603 | BEECHCRAFT F35 | STABILIZER ASSEMBLY RH,,N120WM--35-650009-603-1,"1","FIXED_PRICE","USD",1646.35,,,1646.35,"0","","","Apr-30-24 09:08:40 PDT","Mar-30-26 09:08:40 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226121743028",BONANZA F35 S/N D4260 | BEECHCRAFT F35 | FUSELAGE BELLY LNDG OR IS SOLD IN PARTS,,N120WM--BONANZA-F35-S/N-D4260,"1","FIXED_PRICE","USD",2653.35,,,2653.35,"0","32","0","Apr-30-24 09:17:39 PDT","Mar-30-26 09:17:39 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226134802143",66601-004 | PIPER PA28-140 | WING STRUCTURE LH-LESS FUEL TANK,,N7470R--66601-004,"1","FIXED_PRICE","USD",4365.25,,,4365.25,"0","1","","May-07-24 14:38:27 PDT","Mar-07-26 14:38:27 PST","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226134975367",35-115388 SA103 | BEECHCRAFT F35 | LH WING ASSEMBLY-OR IS SOLD IN PARTS,,N120WM--35-115300-SA320,"1","FIXED_PRICE","USD",3660.35,,,3660.35,"0","0","","May-07-24 17:07:37 PDT","Mar-07-26 17:07:37 PST","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226134975983",63500-008 | PIPER PA28-140 | VERTICAL FIN ASSEMBLY,,N7470R--63500-008,"1","FIXED_PRICE","USD",386.65,,,386.65,"0","1","","May-07-24 17:07:47 PDT","Mar-07-26 17:07:47 PST","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226134977171",35-400010 | BEECHCRAFT F35 | CABIN DOOR STRUCTURE (MINUS INTERNALS),,N120WM--35-400010,"1","FIXED_PRICE","USD",509.0,,,509.0,"0","1","0","May-07-24 17:08:10 PDT","Mar-07-26 17:08:10 PST","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226134977617",35-115388 SA104 | BEECHCRAFT F35 | RH WING ASSEMBLY-OR IS SOLD IN PARTS,,N120WM--35-115300-SA331,"1","FIXED_PRICE","USD",3660.35,,,3660.35,"0","0","","May-07-24 17:08:24 PDT","Mar-07-26 17:08:24 PST","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226136061238",35-410291-147 | BEECHCRAFT F35 | WINDOW CABIN CENTER ASSEMBLY RH (CLEAR),,N120WM--35-410291-147,"1","FIXED_PRICE","USD",129.2,,,129.2,"0","0","","May-08-24 07:50:53 PDT","Mar-08-26 07:50:53 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226148795490",35-910160 | BEECHCRAFT F35 | ENGINE COWLING ASSY W/ CENTER HINGE,,N120WM--35-910160,"1","FIXED_PRICE","USD",1344.25,,,1344.25,"0","0","","May-16-24 05:12:02 PDT","Mar-16-26 05:12:02 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226160779163",63460-000 | PIPER PA28-140 | HORIZONTAL STABILATOR ASSY,,N7470R--63460-000,"1","FIXED_PRICE","USD",1142.85,,,1142.85,"0","2","","May-24-24 12:36:56 PDT","Mar-24-26 12:36:56 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226160779716",65590-001 | PIPER PA28-140 | FLAP ASSEMBLY RH,,N7470R--65590-001,"1","FIXED_PRICE","USD",429.4,,,429.4,"0","1","","May-24-24 12:37:32 PDT","Mar-24-26 12:37:32 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226173947339",66767-001 | Piper PA32RT-300 | AILERON ASSEMBLY RH SEE PHOTOS DETAIL,,N9519C--66767-001,"1","FIXED_PRICE","USD",1142.85,,,1142.85,"0","1","0","Jun-02-24 10:15:12 PDT","Apr-02-26 10:15:12 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226173947379",78908-003 & 78908-900 | Piper PA32RT-300 | VERTICAL FIN ASSEMBLY,,N9519C--78908-003-&-78908-900,"1","FIXED_PRICE","USD",322.05,,,322.05,"0","","","Jun-02-24 10:15:15 PDT","Apr-02-26 10:15:15 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226173950376",78981-023 | Piper PA32RT-300 | RUDDER ASSEMBLY SEE PHOTOS,,N9519C--78981-023,"1","FIXED_PRICE","USD",1073.5,,,1073.5,"0","0","","Jun-02-24 10:18:00 PDT","Apr-02-26 10:18:00 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226173951030",38400-003 | Piper PA32RT-300 | HORIZONTAL STABILATOR ASSEMBLY SEE PHOTOS,,N9519C--38400-003,"1","FIXED_PRICE","USD",1415.0,,,1415.0,"0","","","Jun-02-24 10:18:28 PDT","Apr-02-26 10:18:28 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226173951100",38399-002 | Piper PA32RT-300 | STABILATOR TRIM TAB ASSEMBLY LH,,N9519C--38399-002,"1","FIXED_PRICE","USD",451.25,,,451.25,"0","0","","Jun-02-24 10:18:31 PDT","Apr-02-26 10:18:31 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226173951327",79545-004 | Piper PA32RT-300 | CABIN DOOR STRUCTURE RH,,N9519C--79545-004,"1","FIXED_PRICE","USD",461.7,,,461.7,"0","2","0","Jun-02-24 10:18:38 PDT","Apr-02-26 10:18:38 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226173951587",65591-000 | Piper PA32RT-300 | FLAP ASSEMBLY LH SEE PHOTOS,,N9519C--65591-000,"1","FIXED_PRICE","USD",751.45,,,751.45,"0","","","Jun-02-24 10:18:48 PDT","Apr-02-26 10:18:48 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226180799802",69853-006 & 69853-806 | PIPER PA32RT-300 | FWD BAG DOOR STR ASSY PLEASE SEE PICS,,N9519C--69853-006-&-69853-806,"1","FIXED_PRICE","USD",805.6,,,805.6,"0","","","Jun-06-24 11:20:26 PDT","Mar-06-26 11:20:26 PST","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226188512975",62217-000 | PIPER PA28-140 | COMPLETE ENGINE BOTTOM COWL ASSY,,N7470R--62217-000,"1","FIXED_PRICE","USD",858.8,,,858.8,"0","1","","Jun-11-24 06:03:29 PDT","Mar-11-26 06:03:29 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226190487789",63055-004 | PIPER PA28-140 | CABIN DOOR ASSY WITH WINDOW- NO HINGE.,,N7470R--63055-004,"1","FIXED_PRICE","USD",514.9,,,514.9,"0","4","0","Jun-12-24 08:32:18 PDT","Mar-12-26 08:32:18 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226204096180",38121-009 | Piper PA32RT-300 | WING STRUCTURE ASSY RH SEE PHOTOS FOR DETAILS,,N9519C--38121-009,"1","FIXED_PRICE","USD",8695.35,,,8695.35,"0","","","Jun-20-24 07:35:16 PDT","Mar-20-26 07:35:16 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
"226204528937",95070-005 | Piper PA32RT-300 | FUEL TANK ASSY OUTBOARD RH SEE PHOTOS FOR DETAILS,,N9519C--95070-005,"1","FIXED_PRICE","USD",912.95,,,912.95,"0","1","","Jun-20-24 14:12:01 PDT","Mar-20-26 14:12:01 PDT","Parts","26439","","","Used","","","","","","US","Does Not Apply","",""
